file_name,LENGTH_CENTRE,WIDTH_CENTRE,LENGTH_MINMAX,WIDTH_MINMAX,FIN_AREA,BODY_AREA,EYE_AREA,year,month,location,sample_index,sex
A1_Y11_M1_DSC_2405,18.2115,4.0095,18.8595,4.3875,12.874869,63.7470405,2.32605675,11,1,U,1,F
A3_Y5_M1_DSC_2034,16.8,4.032,17.703,4.3260000000000005,26.472348000000004,52.204257000000005,2.6186580000000004,5,1,U,3,M
A1_Y4_M1_DSC_0076,25.825999999999997,6.215999999999999,26.214499999999997,6.697,51.54250774999999,124.298355,4.146358749999999,4,1,U,1,F
A2_Y3_M1_DSC_7137,16.401,3.927,16.464000000000002,4.032,28.346157,48.125448000000006,2.68569,3,1,L,2,M
A2_Y1_M7_DSC_3638_2,24.156,6.1819999999999995,25.168,6.292,48.979831999999995,109.00502799999998,4.541855999999999,1,7,C,2,F
A2_Y8_M7_DSC_7007,25.996499999999997,6.359999999999999,26.288,6.5455,49.34078725,122.6142545,4.4929955,8,7,T,2,F
A1_Y16_M1_DSC_2788,15.872,3.904,16.496,3.984,21.842688,47.18976,2.443008,16,1,L,1,M
A3_Y4_M1_DSC_8756,24.982999999999997,6.406999999999999,25.627999999999997,6.6434999999999995,42.501113999999994,120.66527775,4.090450249999999,4,1,T,3,F
A3_Y10_M1_DSC_0880,19.198,4.408,19.604000000000003,4.6690000000000005,28.286194,64.793163,3.1142230000000004,10,1,U,3,M
A1_Y4_M7_DSC_0059,16.948,3.933,17.176,4.104,28.618636,51.143592,2.107879,4,7,U,1,M
A1_Y10_M7_DSC_1595,20.0,4.6080000000000005,21.008,4.832,30.51904,75.52921599999999,3.210752,10,7,T,1,M
A1_Y4_M7_DSC_0071,18.632,4.165,18.904,4.301,30.652496000000003,59.91923700000001,2.534819,4,7,C,1,F
A1_Y6_M1_DSC_0067,22.74,5.18,23.12,5.22,38.864,89.9804,3.6564,6,1,L,1,F
A1_Y8_M1_DSC_0014,16.016000000000002,3.514,16.352,3.78,23.785580000000003,44.649192000000006,2.128168,8,1,L,1,M
A3_Y2_M7_DSC_3495,17.845,4.128,18.2535,4.278499999999999,26.313581249999995,56.70790549999999,2.7614814999999995,2,7,C,3,M
A2_Y7_M1_DSC_0006,19.969,4.598,20.064,4.8069999999999995,33.96649,67.710243,3.576427,7,1,T,2,F
A3_Y14_M7_DSC_3736,19.818,5.0085,21.411,5.4944999999999995,40.17573675,78.99644475,3.5325517499999997,14,7,C,3,F
A3_Y7_M7_DSC_6318,22.356,5.4135,22.9095,5.562,29.34279675,91.41678225,3.85695675,7,7,C,3,F
A3_Y11_M1_DSC_2190,24.465,6.359999999999999,25.83,6.675,44.87715,120.50775,4.272975,11,1,T,3,F
A2_Y9_M7_DSC_9491,23.307,5.7375,24.1485,5.890499999999999,32.2354935,102.32399024999998,3.4365712499999996,9,7,C,2,F
A1_Y3_M1_DSC_7466,20.517000000000003,4.914000000000001,20.601000000000003,5.166,34.233948000000005,76.899375,3.604293,3,1,L,1,F
A2_Y4_M1_DSC_0043,24.263,5.909,24.377,6.099,49.520175,111.542141,4.138865,4,1,U,2,F
A2_Y1_M7_DSC_3555,19.14,4.465999999999999,19.756,4.795999999999999,25.375635999999997,68.15445999999999,3.0085439999999997,1,7,T,2,F
A1_Y4_M1_DSC_8631,18.409,4.182,18.86,4.3870000000000005,24.145463750000005,58.673624,2.5294847500000004,4,1,C,1,F
A1_Y12_M1_DSC_7535,18.737,4.059,19.024,4.5305,27.382649500000003,62.18187100000001,2.44459425,12,1,T,1,M
A3_Y15_M1_DSC_8588,22.9535,6.2205,24.215,6.5975,45.218888,107.034911,3.4838425,15,1,T,3,F
A3_Y8_M1_DSC_3846,21.924,5.5889999999999995,23.085,5.778,33.530355,93.314187,3.458376,8,1,T,3,F
A1_Y15_M7_DSC_6563,20.0725,4.6025,20.475,4.9175,30.851931250000003,72.10105000000001,2.9461250000000003,15,7,U,1,F
A2_Y10_M1_DSC_2526,17.136,4.032,17.682,4.13,26.842788,58.80686000000001,2.1836360000000004,10,1,T,2,M
A2_Y12_M1_DSC_6628,19.397,4.42,19.635,4.590000000000001,20.375078,64.934832,2.5247040000000003,12,1,U,2,F
A2_Y15_M7_DSC_5524,17.57,4.077500000000001,18.1475,4.357500000000001,27.496656250000004,56.76466250000001,2.6456937500000004,15,7,L,2,M
A2_Y3_M1_DSC_6972,16.433999999999997,3.542,16.785999999999998,3.718,21.875348,45.219635999999994,2.51922,3,1,C,2,F
A3_Y6_M7_DSC_0043,18.954,4.5435,19.3635,4.914,35.0202645,64.89536625,2.93819175,6,7,T,3,M
A1_Y14_M7_DSC_4259,22.3965,5.535,22.626,5.616,39.047791499999995,92.11698675,3.4882649999999997,14,7,T,1,F
A2_Y8_M1_DSC_9753,17.293499999999998,3.996,17.9145,4.104,28.696538249999996,55.73040974999999,2.40077925,8,1,T,2,M
A3_Y14_M1_DSC_4513,15.0655,3.1465,15.152500000000002,3.3640000000000003,13.410165500000002,37.214880750000006,1.820765,14,1,T,3,M
A2_Y7_M7_DSC_8689,19.386,4.4955,19.71,4.6979999999999995,32.1733215,66.81886424999999,3.0279014999999996,7,7,U,2,F
A2_Y8_M7_DSC_7779,24.592,6.042,24.6715,6.148,49.085168249999995,107.778521,4.42206825,8,7,L,2,F
A1_Y9_M7_DSC_0936,21.318,5.763,22.2615,5.890499999999999,36.302156999999994,92.548782,2.8565482499999995,9,7,U,1,F
A1_Y10_M7_DSC_2286,21.0125,4.694500000000001,21.279,4.838,28.690047250000003,78.0345415,3.612048750000001,10,7,L,1,M
A1_Y2_M7_DSC_4332,17.797,4.1995,17.8525,4.4399999999999995,35.37461774999999,57.15780349999999,2.7468984999999995,2,7,U,1,M
A2_Y4_M1_DSC_8608,19.8445,4.6655,20.081,4.7515,31.584617999999995,71.09405,3.4312817499999997,4,1,C,2,M
A3_Y14_M7_DSC_4716,20.7225,4.806,21.195,5.0085,29.393644499999997,75.3293925,3.3924014999999996,14,7,U,3,F
A2_Y16_M1_DSC_8524,17.9685,4.023,18.4815,4.185,23.1519465,56.278071,2.45290275,16,1,C,2,F
A3_Y6_M1_DSC_0052,15.86,3.4,15.96,3.42,18.6828,41.2584,2.0924,6,1,L,3,F
A3_Y6_M7_DSC_0109,14.5595,3.3299999999999996,15.0035,3.3485,18.83230625,36.11285099999999,2.0254354999999995,6,7,U,3,M
A2_Y14_M7_DSC_6857,18.1305,4.2255,18.5355,4.536,24.646578749999996,59.627461499999995,2.8662457499999996,14,7,T,2,M
A1_Y5_M1_DSC_2024,18.564,4.389,18.921000000000003,4.62,31.657185,63.17589600000001,2.5688250000000004,5,1,U,1,M
A3_Y3_M7_DSC_5069,20.263,5.152,21.022,5.313,32.47002,79.214576,3.3697299999999997,3,7,C,3,M
A3_Y2_M1_DSC_1709,16.989,3.696,17.388,3.906,19.066194000000003,49.254408000000005,2.297169,2,1,C,3,F
A1_Y11_M7_DSC_7164,23.0175,5.6265,23.2965,5.921,24.73878275,97.46005525,3.87403125,11,7,L,1,F
A1_Y14_M1_DSC_4300,23.461,5.7275,23.6785,5.7855,45.8155775,98.54186225,3.72626075,14,1,C,1,F
A3_Y7_M1_DSC_0023,26.942,6.137,27.113,6.327,52.154031,125.087944,4.647514,7,1,T,3,F
A1_Y4_M7_DSC_0136,17.537,3.838,17.974,4.047,15.797721,54.090435,2.565988,4,7,L,1,M
A2_Y10_M1_DSC_2727,18.018,4.116,18.34,4.48,27.786332,58.88467200000001,2.53526,10,1,L,2,M
A1_Y5_M7_DSC_0033,20.1,4.72,20.72,4.88,31.0152,72.7356,2.8748,5,7,L,1,F
A1_Y1_M7_DSC_3802,17.556,4.284000000000001,17.745,4.473,25.214175,56.693637,2.039184,1,7,T,1,M
A2_Y9_M1_DSC_9523,16.224,3.562,16.458,3.718,9.35584,46.351291999999994,2.096952,9,1,T,2,F
A2_Y9_M7_DSC_9322,17.55,3.861,18.036,4.2795,27.184409999999996,57.75083324999999,2.3626889999999996,9,7,T,2,M
A1_Y7_M7_DSC_0007,23.598,6.099,24.13,6.5169999999999995,47.699652,107.814455,3.721549,7,7,C,1,F
A1_Y2_M1_DSC_2155,16.422,3.864,16.926000000000002,3.864,18.915813,49.253967,2.2305780000000004,2,1,C,1,M
A2_Y4_M7_DSC_5270,17.64,3.9,17.78,4.1,31.4116,53.9116,2.706,4,7,U,2,M
A3_Y5_M1_DSC_1442,16.368,3.938,16.61,3.938,23.523852,47.997795999999994,2.297548,5,1,T,3,M
A3_Y0_M7_DSC_34971956,22.016,4.9879999999999995,22.316999999999997,5.0954999999999995,36.46089325,82.27865099999998,2.9103259999999995,0,7,U,3,F
A2_Y2_M1_DSC_1500,17.283,4.032,18.144,4.2,19.17909,56.868714,2.494737,2,1,T,2,F
A3_Y12_M1_DSC_8159,15.8925,3.471,16.38,3.627,15.75756,44.63032275,1.81493325,12,1,L,3,M
A1_Y11_M1_DSC_2022,26.4,6.465,26.79,6.5249999999999995,45.70785,138.63285,4.5144,11,1,T,1,F
A3_Y11_M7_DSC_6254,22.599,5.4559999999999995,23.343,5.518,10.9693345,93.3635525,3.3092034999999997,11,7,T,3,F
A2_Y6_M1_DSC_0065,21.38,5.6000000000000005,22.2,5.84,40.2592,90.5748,3.7328,6,1,U,2,F
A3_Y14_M7_DSC_4315,19.837999999999997,4.641,20.305999999999997,4.901,27.709916,71.163703,3.0188469999999996,14,7,L,3,F
A3_Y16_M1_DSC_2596,16.3515,3.993,17.110500000000002,4.158,25.54603425,50.35590450000001,2.8188765000000005,16,1,L,3,M
A3_Y12_M1_DSC_7108,28.02,6.16,28.5,6.32,49.4508,131.35320000000002,5.1144,12,1,C,3,F
A2_Y8_M1_DSC_3735,25.0425,5.9094999999999995,26.6325,6.201,40.335835499999995,118.55595175,6.119406499999999,8,1,C,2,F
A2_Y5_M1_DSC_0035,20.239,4.403,20.7015,4.625,27.76434674999999,71.93650075,2.7013792499999996,5,1,U,2,F
A3_Y8_M7_DSC_5364,16.1325,4.077,16.605,4.1715,26.04079125,47.46500775,2.5343685,8,7,U,3,M
A2_Y12_M1_DSC_7242,15.0,3.22,15.18,3.48,13.6004,38.806,1.9196,12,1,C,2,M
A2_Y4_M7_DSC_4796,16.0,3.74,16.62,3.92,18.9532,46.99,2.1484,4,7,L,2,F
A3_Y9_M1_DSC_8144,19.3995,4.671,20.0475,4.7655,27.602127,66.89868974999999,2.7700177499999996,9,1,U,3,F
A2_Y6_M7_DSC_0103,20.254,5.168,20.691,5.358,35.081258,75.53455699999999,3.264162,6,7,L,2,F
A1_Y2_M1_DSC_2024,17.934,4.158,18.102,4.242,26.48646,55.601721000000005,2.349648,2,1,T,1,M
A2_Y8_M7_DSC_6307,22.275,5.184,22.599,5.346,45.546462,87.032394,4.503032999999999,8,7,C,2,F
A1_Y3_M7_DSC_4972,17.9775,4.0275,18.2025,4.2299999999999995,28.8714375,57.289275,2.508975,3,7,C,1,M
A2_Y16_M1_DSC_9602,16.3485,3.7665,17.0235,3.888,19.899330749999997,46.65836924999999,2.275938,16,1,L,2,F
A3_Y8_M7_DSC_4640,18.225,4.617,18.954,4.7115,25.56621225,62.84800125,3.0639869999999996,8,7,T,3,M
A3_Y4_M7_DSC_5335,18.78,4.2,19.34,4.32,32.4684,60.720400000000005,2.6764,4,7,U,3,F
A3_Y2_M1_DSC_2164,16.779,3.591,17.241,3.843,11.99079,48.152349,2.263653,2,1,L,3,F
A1_Y5_M7_DSC_0140,24.375,6.084,24.492,6.201,46.31406975,108.056403,4.07437875,5,7,T,1,F
A1_Y2_M7_DSC_3471,18.106,4.29,18.414,4.422,25.929332,61.282143999999995,2.368212,2,7,C,1,M
A3_Y11_M1_DSC_0972,17.975,4.2,18.175,4.275,24.745000000000005,56.98937500000001,2.9925000000000006,11,1,C,3,M
A3_Y4_M1_DSC_0074,19.746,5.058,20.34,5.1659999999999995,31.219343999999996,73.15628399999999,3.3054479999999997,4,1,L,3,F
A2_Y5_M1_DSC_1103,16.038999999999998,3.397,16.232499999999998,3.655,20.894624499999995,43.76259424999999,2.4124827499999997,5,1,C,2,F
A1_Y8_M7_DSC_4099,18.0525,4.2195,18.2555,4.379,34.1509075,57.301324750000006,2.5007135000000003,8,7,C,1,M
A1_Y14_M1_DSC_4845,20.329,4.5675,20.8365,4.8575,29.933292500000004,71.09877075,2.80830925,14,1,L,1,F
A2_Y2_M7_DSC_3449,18.27,4.185,18.6075,4.6575,27.01096875,62.403412499999995,2.5383375,2,7,C,2,M
A2_Y9_M1_DSC_9647,18.304,3.926,18.798,4.42,24.618568,60.243092,2.762812,9,1,L,2,F
A2_Y3_M1_DSC_6750,19.446,4.809,19.803,5.061,42.083307000000005,71.10772200000001,2.885463,3,1,T,2,M
A1_Y11_M1_DSC_1887,15.579,3.4425,15.768,3.6855,14.045460749999998,42.554646,2.098791,11,1,L,1,M
A3_Y5_M7_DSC_0229,18.962,3.724,19.057,3.819,26.950816,55.300146,2.550826,5,7,C,3,F
A1_Y6_M7_DSC_0272,16.107,3.4515,16.2825,3.6465,17.09489925,43.41352275,2.00962125,6,7,U,1,F
A2_Y0_M7_DSC_37832235,13.9965,3.139,14.254499999999998,3.2464999999999997,12.4299025,34.382155,1.9095547499999996,0,7,L,2,M
A1_Y9_M1_DSC_7861,19.9395,5.2515,20.6685,5.508,28.412410499999996,76.57179074999999,2.5522289999999996,9,1,L,1,F
A3_Y1_M7_DSC_3615,19.2855,4.1495,19.371499999999997,4.2355,12.307406249999998,62.43980549999999,2.7947634999999997,1,7,T,3,F
A1_Y0_M7_DSC_36192076,17.845,4.343,18.748,4.643999999999999,29.010809999999996,62.31823374999999,2.47534875,0,7,U,1,M
A2_Y7_M1_DSC_0016,21.47,5.567,21.679,5.795,36.536449,89.79730599999999,3.490148,7,1,U,2,F
A3_Y1_M7_DSC_4152,18.4275,4.6575,18.9675,4.6575,30.597243749999997,63.25087499999999,2.6902125,1,7,L,3,M
A2_Y3_M7_DSC_0194,17.261,3.7515,17.6095,3.9975,26.5606405,51.04104350000001,2.6614432500000005,3,7,L,2,M
A2_Y11_M7_DSC_7502,28.485,7.08,29.369999999999997,7.245,46.61055,152.26785,4.877775,11,7,U,2,F
A2_Y16_M1_DSC_0326,27.594,6.314,27.916,6.6080000000000005,62.28723200000001,138.30524400000002,4.7053720000000006,16,1,U,2,F
A1_Y14_M7_DSC_7097,24.869,5.8629999999999995,25.714,5.954,45.903442,109.560334,4.601700999999999,14,7,L,1,F
A2_Y1_M1_DSC_6307,14.322,3.122,14.476,3.248,13.491072,34.046376,1.7869320000000002,1,1,U,2,M
A1_Y15_M7_DSC_7347,15.39,3.36,15.66,3.435,2.7171,40.107825,1.813725,15,7,L,1,F
A2_Y3_M7_DSC_0037,19.074,4.130999999999999,19.150499999999997,4.233,22.027868999999995,60.42318074999999,2.8500457499999996,3,7,T,2,F
A2_Y14_M1_DSC_4606,18.6615,4.611000000000001,19.7925,5.1765,32.22733025,68.72126375,3.2584545,14,1,T,2,F
A3_Y12_M1_DSC_7409,18.06,4.3,19.06,4.7,24.5076,63.436,2.9844,12,1,T,3,M
A3_Y15_M7_DSC_7967,20.894,4.9755,21.979,5.27,22.973425749999997,84.0226325,3.2681207499999996,15,7,U,3,F
A3_Y9_M7_DSC_9832,17.2665,3.888,17.5365,3.9285,20.210796,50.8116645,2.402055,9,7,L,3,M
A3_Y2_M1_DSC_1580,17.94,4.134,18.291,4.602,22.141197,57.82803975,2.30849775,2,1,T,3,F
A3_Y16_M1_DSC_2524,24.057,6.237,26.07,6.7485,55.806621750000005,125.84075625,4.3636230000000005,16,1,T,3,F
A2_Y7_M1_DSC_0104,21.052999999999997,5.143,21.2195,5.3835,36.36166674999999,79.40234224999999,3.2212569999999996,7,1,C,2,F
A2_Y11_M7_DSC_6225,21.45,4.71,21.525,4.8,27.4446,75.09757499999999,3.6405,11,7,C,2,F
A2_Y6_M1_DSC_0203,17.06,3.72,17.12,4.14,25.2392,50.9616,2.6848,6,1,L,2,M
A1_Y4_M1_DSC_0031,15.162,3.4579999999999997,15.295,3.496,15.978943,40.029485,1.716555,4,1,T,1,F
A3_Y11_M7_DSC_8433,22.2865,5.843500000000001,23.3595,6.119000000000001,28.405405750000003,101.065493,3.4907807500000003,11,7,U,3,F
A2_Y6_M7_DSC_0172,14.937,3.315,14.937,3.432,17.00363925,37.1374965,2.082249,6,7,C,2,F
A3_Y4_M1_DSC_0007,21.261,4.864,22.116,5.225,25.644357,81.742674,3.600975,4,1,U,3,F
A3_Y3_M7_DSC_6298,15.1885,3.5149999999999997,15.614,3.589,19.553426999999996,41.70213575,2.126057,3,7,U,3,M
A1_Y5_M1_DSC_1570,21.168000000000003,4.809,21.651,4.83,32.71779,77.428134,3.673089000000001,5,1,L,1,F
A2_Y8_M1_DSC_1224,23.604,6.23,24.234,6.3420000000000005,43.056104000000005,106.787464,4.703412,8,1,U,2,F
A3_Y6_M7_DSC_0168,17.233,3.914,17.631999999999998,4.085,29.165551,52.022627,2.7215789999999997,6,7,C,3,M
